"","sample_name","plate","well","organism","flooded","path_conc","experiment","sample_type","is_ambiguous","cin_prop","cry_prop","plu_prop","expected_innoc_prop","unexpected_innoc_prop","expected_innoc","only_expected_innoc","valid_inoc","raw_count","richness","shannon","invsimpson"
"148","S7",1,"G01","Cry","TRUE","1",1,"Sample",FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,77020,107,2.09127998655876,3.91215453448232
"149","S74",1,"F10","Control","TRUE","0",1,"Sample",FALSE,0,0.182359271413198,0,NA,0.182359271413198,FALSE,FALSE,FALSE,61543,73,1.07977761145833,1.60633158976936
"150","S79",1,"C11","Control","TRUE","0",1,"Sample",FALSE,0,0.000821537607549264,0,NA,0.000821537607549264,FALSE,FALSE,FALSE,90001,139,2.08600158223398,2.82969462035552
"151","S8",1,"H01","Cin","TRUE","100",1,"Sample",FALSE,0.82982133550969,0,0,0.82982133550969,0,TRUE,TRUE,TRUE,17307,71,2.50634343758511,4.57357290228561
"152","S80",1,"D11","Cry","TRUE","1",1,"Sample",FALSE,0.000193432951303255,0,0,0,0.000193432951303255,FALSE,FALSE,FALSE,82700,120,1.65895905875948,2.15583607607111
"153","S82",1,"F11","Cry","TRUE","100",1,"Sample",FALSE,0,0.00513542795232936,0,0.00513542795232936,0,TRUE,TRUE,TRUE,91826,123,2.96760146881665,10.5020850283953
"154","S84",1,"H11","Cin","TRUE","100",1,"Sample",FALSE,0.69510486244103,0,0,0.69510486244103,0,TRUE,TRUE,TRUE,13055,56,2.24595672682776,4.87070860193368
"155","S86",1,"B12","Plu","TRUE","1",2,"Sample",FALSE,0.000139732296209179,0.122108560349797,0,0,0.122248292646006,FALSE,FALSE,FALSE,150760,95,1.92276383212443,3.14054283910837
"156","S88",1,"D12","Cin","TRUE","100",2,"Sample",FALSE,0.83633625629681,0,0,0.83633625629681,0,TRUE,TRUE,TRUE,24562,92,2.40145522279554,5.72522090797328
"157","S89",1,"E12","Cry","TRUE","100",2,"Sample",FALSE,0,0.00622120415441081,0,0.00622120415441081,0,TRUE,TRUE,TRUE,114534,87,2.40586489758403,6.99005763348182
"158","S90",1,"F12","Cry","TRUE","100",2,"Sample",FALSE,0.000343104479712848,0.0202079741000106,0,0.0202079741000106,0.000343104479712848,TRUE,FALSE,FALSE,111332,107,2.34164271038576,5.66493794250785
"159","S95",2,"E01","Control","TRUE","0",2,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,140169,81,1.36943936815346,2.04052562522014
"160","S96",2,"F01","Cin","TRUE","1",2,"Sample",FALSE,0.0712693030626912,0,0,0.0712693030626912,0,TRUE,TRUE,TRUE,100797,72,1.88719120514517,3.77504432097888
"161","S97",2,"G01","Cin","TRUE","100",2,"Sample",FALSE,0.848212840025907,0,0,0.848212840025907,0,TRUE,TRUE,TRUE,14999,67,2.74420584130203,8.43542531405245
"162","S98",2,"H01","Plu","TRUE","100",2,"Sample",FALSE,0,0,0.329753027296983,0.329753027296983,0,TRUE,TRUE,TRUE,48985,78,2.06167964002413,3.728020152141
