Species,Number of sequences
Ramaria_praecox,1
Ramaria_primulina,1
Ramaria_rasilispora,2
Ramaria_rasilisporoides,1
Ramaria_rubella,1
Ramaria_rubiginosa,2
Ramaria_rubribrunnescens,2
Ramaria_rubricarnata,2
Ramaria_rubrievanescens,4
Ramaria_rubripermanens,1
Ramaria_rufescens,1
Ramaria_sandaracina,2
Ramaria_sanguinea,1
Ramaria_schildii,1
Ramaria_sinsinii,1
Ramaria_sp,68
Ramaria_spinulosa,2
Ramaria_stricta,2
Ramaria_stuntzii,1
Ramaria_subbotrytis,1
Ramaria_suecica,1
Ramaria_synaptopoda,1
Ramaria_testaceoflava,1
Ramaria_thalliovirescens,1
Ramaria_thiersii,1
Ramaria_thindii,2
Ramaria_velocimutans,1
Ramaria_vinosimaculans,2
Ramaria_violacea,1
Ramaria_xanthosperma,1
Ramaricium_polyporoideum,1
Ramariopsis_atlantica,1
Ramariopsis_crocea,2
Ramariopsis_flavescens,1
Ramariopsis_gilibertoi,1
Ramariopsis_hirtipes,1
Ramariopsis_kunzei,2
Ramariopsis_sp,282
Ramariopsis_subtilis,1
Ramboldia_elabens,1
Ramboldia_russula,1
Ramgea_ozimecii,1
Ramgea_sp,2
Ramicandelaber_brevisporus,1
Ramicandelaber_fabisporus,1
Ramicandelaber_sp,90
Ramicandelaber_taiwanensis,2
Ramicandelaberaceae_sp,17
Ramicandelaberales_sp,14
Ramichloridium_anceps,2
Ramichloridium_apiculatum,1
Ramichloridium_cucurbitae,1
Ramichloridium_endophyticum,1
Ramichloridium_eucleae,1
Ramichloridium_luteum,1
Ramichloridium_punctatum,1
Ramichloridium_sp,2
Ramimonilia_apicalis,1
Ramimonilia_sp,4
Ramoconidiophora_euphorbiae,1
Ramomarthamyces_barbatus,1
Ramomarthamyces_gilvus,1
Ramomarthamyces_tuku,1
Ramopenidiella_cycadicola,1
Ramophialophora_chlamydospora,1
Ramophialophora_humicola,1
Ramophialophora_sp,30
Ramophialophora_vesiculosa,1
Ramsbottomia_asperior,1
Ramsbottomia_sp,2
Ramularia_acris,1
Ramularia_agrimoniae,1
Ramularia_aplospora,2
Ramularia_armoraciae,1
Ramularia_beticola,1
Ramularia_bosniaca,1
Ramularia_cerastiicola,1
Ramularia_chelidonii,1
Ramularia_citricola,1
Ramularia_collo-cygni,1
Ramularia_cynarae,1
Ramularia_deusta,1
Ramularia_digitalis-ambiguae,1
Ramularia_eucalypti,1
Ramularia_euonymicola,1
Ramularia_gaultheriae,1
Ramularia_geranii,1
Ramularia_geraniicola,1
Ramularia_gossypii,1
Ramularia_grevilleana,1
Ramularia_haroldporteri,2
Ramularia_helminthiae,2
Ramularia_hydrangeae-macrophyllae,1
Ramularia_hydrangeicola,1
Ramularia_inaequalis,1
Ramularia_lamii,2
Ramularia_nyssicola,1
Ramularia_osterici,1
Ramularia_pararhabdospora,1
Ramularia_pistaciae,1
Ramularia_pratensis,1
Ramularia_proteae,1
Ramularia_pusilla,1
Ramularia_rhabdospora,1
Ramularia_rubella,1
Ramularia_simplex,1
Ramularia_sp,10
Ramularia_stachydis,1
Ramularia_stellariicola,1
Ramularia_stellenboschensis,1
Ramularia_tricherae,1
Ramularia_trigonotidis,1
Ramularia_trollii,1
Ramularia_unterseheri,1
Ramularia_uredinicola,1
Ramularia_valerianae,1
Ramularia_vallisumbrosae,1
Ramularia_veronicicola,1
Ramularia_weberiana,1
Ramulariopsis_pseudoglycines,1
Ramulispora_sorghi,1
Ramulispora_sorghiphila,1
Ramusculicola_clematidis,1
Ranadivia_modesta,1
Ranulospora_alnea,1
Rasamsonia_aegroticola,1
Rasamsonia_argillacea,1
Rasamsonia_brevistipitata,1
Rasamsonia_byssochlamydoides,3
Rasamsonia_columbiensis,1
Rasamsonia_composticola,1
Rasamsonia_cylindrospora,1
Rasamsonia_eburnea,1
Rasamsonia_emersonii,3
Rasamsonia_frigidotolerans,1
Rasamsonia_oblata,1
Rasamsonia_piperina,1
Rasamsonia_pulvericola,1
Rasamsonia_sp,4
Ravenelia_evansii,1
Ravenelia_macowaniana,2
Ravenelia_xanthophloeae,1
Readeriella_angustia,1
Readeriella_ellipsoidea,1
Readeriella_eucalyptigena,1
Readeriella_lehmannii,1
Readeriella_menaiensis,1
Readeriella_mirabilis,1
Readeriella_novae-zelandiae,1
Readeriella_patrickii,1
Readeriella_pseudocallista,1
Readeriella_sp,4
Readeriella_tasmanica,1
Readerielliopsis_fuscoporiae,1
Rectifusarium_ventricosum,2
Rectipilus_sp,34
Recurvomyces_mirabilis,1
Recurvomyces_sp,1
Reddellomyces_donkii,1
Reddellomyces_parvulosporus,1
Reddellomyces_sp,5
Reddellomyces_westraliensis,2
Redeckera_megalocarpa,4
Redeckera_sp,1
Redheadia_quercus,1
Redonographa_parvispora,1
Relicina_abstrusa,3
Relicina_subnigra,1
Relicinopsis_rahengensis,1
Remersonia_sp,1
Remersonia_tenuis,1
Remersonia_thermophila,2
Remispora_stellata,1
Remleria_tetraspora,1
Remotididymella_anthropophila,1
Remotididymella_bauhiniae,1
Remotididymella_brunnea,1
Remotididymella_destructiva,1
Remotididymella_humicola,1
Remototrachyna_awasthii,1
Remototrachyna_costaricensis,1
Remototrachyna_dodapetta,1
Remototrachyna_flexilis,1
Remototrachyna_infirma,1
Remototrachyna_kingii,1
Remototrachyna_pandani,1
Renatobasidium_sp,36
Reniforma_strues,2
Renispora_flavissima,1
Requienella_fraxini,1
Requienella_seminuda,1
Resinicium_austroasianum,1
Resinicium_bicolor,1
Resinicium_confertum,1
Resinicium_friabile,2
Resinicium_grandisporum,1
Resinicium_lateastrocystidium,1
Resinicium_monticola,1
Resinicium_mutabile,2
Resinicium_rimulosum,1
Resinicium_saccharicola,2
Resinicium_sp,1
Resinicium_tenue,1
Resinomycena_fulgens,1
Resinomycena_petarensis,1
Resinomycena_rhododendri,1
Resinomycena_saccharifera,1
Resinomycena_sp,5
Resinoporia_cincta,1
Resinoporia_crassa,1
Resinoporia_ladiana,1
Resinoporia_luteola,1
Resinoporia_piceata,1
Resinoporia_sitchensis,1
Restingomyces_guzmanianus,1
Restingomyces_yaaxtax,1
Resupinatus_americanus,1
Resupinatus_applicatus,1
Resupinatus_conspersus,1
Resupinatus_europaeus,1
Resupinatus_griseopallidus,1
Resupinatus_hausknechtii,1
Resupinatus_kavinae,1
Resupinatus_niger,1
Resupinatus_poriaeformis,2
Resupinatus_porosus,1
Resupinatus_rouxii,1
Resupinatus_sp,9
Resupinatus_striatulus,1
Resupinatus_trichotis,1
Retiarius_bovicornutus,1
Retiarius_revayae,1
Retiboletus_ornatipes,4
Retiboletus_pseudogriseus,1
Retiboletus_sinensis,1
Retiboletus_sp,5
Retiboletus_vinaceipes,1
Retiboletus_zhangfeii,1
Reticulascaceae_sp,18
Reticulascus_sp,9
Retroconis_fusiformis,1
Rhabdocline_parkeri,2
Rhabdocline_pseudotsugae,1
Rhabdocline_weirii,1
Rhagadolobiopsis_thelypteridis,1
Rhagadostoma_lichenicola,1
Rhamphoria_pyriformis,1
Rhamphoria_sp,4
Rhamphoriaceae_sp,25
Rhamphoriopsis_sympodialis,1
Rhamphospora_nymphaeae,1
Rheubarbariboletus_armeniacus,1
Rheubarbariboletus_persicolor,1
Rhexoacrodictys_fimicola,1
Rhexoacrodictys_nigrospora,1
Rhexoacrodictys_sp,2
Rhexocercosporidium_camporesii,1
Rhexocercosporidium_carotae,1
Rhexocercosporidium_panacis,1
Rhexocercosporidium_senecionis,1
Rhexocercosporidium_sp,5
Rhexodenticula_acaciae,1
Rhexodenticula_cylindrospora,1
Rhexodenticula_sp,3
Rhexographium_fimbriasporum,1
Rhexothecium_globosum,1
Rhexothecium_sp,1
Rhinocladiella_aquaspersa,2
Rhinocladiella_basitona,1
Rhinocladiella_coryli,1
Rhinocladiella_fasciculata,1
Rhinocladiella_mackenziei,3
Rhinocladiella_phaeophora,1
Rhinocladiella_quercus,1
Rhinocladiella_similis,1
Rhinocladiella_sp,62
Rhinocladiella_tropicalis,1
Rhizidium_phycophilum,2
Rhizidium_sp,12
Rhizina_undulata,1
Rhizinaceae_sp,1
Rhizocarpaceae_sp,1
Rhizocarpon_atroflavescens,1
Rhizocarpon_badioatrum,1
Rhizocarpon_copelandii,1
Rhizocarpon_disporum,3
Rhizocarpon_distinctum,1
Rhizocarpon_furax,1
Rhizocarpon_geminatum,1
Rhizocarpon_geographicum,3
Rhizocarpon_intermediellum,2
Rhizocarpon_jemtlandicum,1
Rhizocarpon_lavatum,2
Rhizocarpon_macrosporum,1
Rhizocarpon_malenconianum,1
Rhizocarpon_petraeum,1
Rhizocarpon_polycarpum,1
Rhizocarpon_pusillum,1
Rhizocarpon_pycnocarpoides,1
Rhizocarpon_quinonum,1
Rhizocarpon_rubescens,1
Rhizocarpon_saanaense,1
Rhizocarpon_sinense,1
Rhizocarpon_smaragdulum,1
Rhizocarpon_sp,8
Rhizocarpon_subgeminatum,1
Rhizocarpon_suomiense,1
Rhizocarpon_superficiale,1
Rhizochaete_americana,1
Rhizochaete_belizensis,1
Rhizochaete_chinensis,1
Rhizochaete_filamentosa,1
Rhizochaete_fissurata,1
Rhizochaete_fouquieriae,1
Rhizochaete_lutea,1
Rhizochaete_radicata,2
Rhizochaete_sp,4
Rhizochaete_sulphurina,1
Rhizochaete_sulphurosa,1
Rhizochaete_violascens,1
Rhizocladosporium_argillaceum,1
Rhizoclosmatium_globosum,1
Rhizoclosmatium_pessaminum,1
Rhizoclosmatium_sp,1
Rhizoclosmatium_sparsum,1
Rhizoctonia_bicornis,2
Rhizoctonia_floccosa,1
Rhizoctonia_fusispora,2
Rhizoctonia_oryzae-sativae,1
Rhizoctonia_rubi,1
Rhizoctonia_solani,51
Rhizoctonia_sp,26
Rhizoctonia_tuliparum,1
Rhizocybe_alba,2
Rhizocybe_sp,1
Rhizocybe_vermicularis,2
Rhizodermea_sp,1
Rhizodermea_veluwensis,1
Rhizodiscina_lignyota,1
Rhizodiscina_rimosa,1
Rhizodiscina_sp,3
Rhizoglomus_dalpeae,1
Rhizoglomus_maiae,1
Rhizoglomus_silesianum,1
Rhizoglomus_sp,63
Rhizomarasmius_oreinus,1
Rhizomarasmius_pyrrhocephalus,1
Rhizomarasmius_setosus,1
Rhizomarasmius_sp,1
Rhizomucor_miehei,1
Rhizomucor_pusillus,2
Rhizophagus_clarus,4
Rhizophagus_custos,2
Rhizophagus_diaphanus,2
Rhizophagus_dunensis,3
Rhizophagus_fasciculatus,1
Rhizophagus_intraradices,17
Rhizophagus_irregularis,32
Rhizophagus_melanus,2
Rhizophagus_prolifer,3
Rhizophagus_sp,269
Rhizophlyctidaceae_sp,142
Rhizophlyctidales_sp,211
Rhizophlyctis_rosea,20
Rhizophlyctis_sp,169
Rhizophydiaceae_sp,166
Rhizophydiales_sp,562
Rhizophydiomycetes_sp,7
Rhizophydium_brooksianum,1
Rhizophydium_globosum,1
Rhizophydium_planktonicum,1
Rhizophydium_sp,47
Rhizophydium_sphaerotheca,1
Rhizoplaca_chrysoleuca,9
Rhizoplaca_huashanensis,1
Rhizoplaca_macleanii,1
Rhizoplaca_maheui,1
Rhizoplaca_marginalis,1
Rhizoplaca_melanophthalma,1
Rhizoplaca_novomexicana,3
Rhizoplaca_occulta,1
Rhizoplaca_pachyphylla,2
Rhizoplaca_parilis,1
Rhizoplaca_phaedrophthalma,1
Rhizoplaca_porteri,1
Rhizoplaca_shushanii,1
Rhizoplaca_sp,9
Rhizoplaca_subdiscrepans,8
Rhizopogon_abietis,1
Rhizopogon_albidus,3
Rhizopogon_alexsmithii,1
Rhizopogon_arctostaphyli,1
Rhizopogon_armeniacus,1
Rhizopogon_bacillisporus,1
Rhizopogon_brunneiniger,1
Rhizopogon_brunsii,1
Rhizopogon_buenoi,1
Rhizopogon_ellenae,1
Rhizopogon_ellipsosporus,1
Rhizopogon_evadens,1
Rhizopogon_flavidus,1
Rhizopogon_flavofibrillosus,1
Rhizopogon_granuloflavus,1
Rhizopogon_graveolens,1
Rhizopogon_guzmanii,1
Rhizopogon_hawkerae,1
Rhizopogon_jiyaozi,1
Rhizopogon_kretzerae,1
Rhizopogon_laricinus,1
Rhizopogon_luteolus,3
Rhizopogon_mohelnensis,1
Rhizopogon_nitidus,1
Rhizopogon_occidentalis,1
Rhizopogon_ochraceorubens,1
Rhizopogon_odoratus,1
Rhizopogon_olivaceotinctus,1
Rhizopogon_parksii,1
Rhizopogon_pinyonensis,1
Rhizopogon_pseudoroseolus,2
Rhizopogon_rocabrunae,1
Rhizopogon_roseolus,2
Rhizopogon_rudus,1
Rhizopogon_salebrosus,1
Rhizopogon_sardous,1
Rhizopogon_sinoalbidus,1
Rhizopogon_smithii,1
Rhizopogon_songmaodan,1
Rhizopogon_sp,46
Rhizopogon_subpurpurascens,1
Rhizopogon_succosus,1
Rhizopogon_togasawarius,1
Rhizopogon_truncatus,1
Rhizopogon_verii,1
Rhizopogon_vesiculosus,1
Rhizopogon_villosulus,1
Rhizopogon_vinicolor,1
Rhizopogon_yakushimensis,1
Rhizopus_arrhizus,7
Rhizopus_caespitosus,1
Rhizopus_homothallicus,3
Rhizopus_koreanus,1
Rhizopus_lyococcus,1
Rhizopus_microsporus,3
Rhizopus_schipperae,1
Rhizopus_sexualis,2
Rhizopus_sp,4
Rhizopus_stolonifer,7
Rhizopycnis_sp,3
Rhizoscyphus_monotropae,3
Rhizoscyphus_sp,2
Rhizosphaera_kalkhoffii,1
Rhizosphaera_macrospora,1
Rhizosphaera_pinicola,1
Rhizosphaera_sp,2
Rhodoantrodia_yunnanensis,1
Rhodocollybia_brevipes,1
Rhodocollybia_butyracea,3
Rhodocollybia_ciliatomarginata,1
Rhodocollybia_fodiens,1
Rhodocollybia_incarnata,1
Rhodocollybia_laulaha,1
Rhodocollybia_maculata,2
Rhodocollybia_olivaceogrisea,1
Rhodocollybia_pandipes,1
Rhodocollybia_prolixa,1
Rhodocollybia_purpurata,1
Rhodocollybia_sp,28
Rhodocollybia_tablensis,1
Rhodocollybia_utrorensis,1
Rhodocybe_asanii,1
Rhodocybe_asyae,1
Rhodocybe_brunneoaurantiaca,1
Rhodocybe_cistetorum,1
Rhodocybe_fumanellii,1
Rhodocybe_fusipes,1
Rhodocybe_gemina,1
Rhodocybe_griseoaurantia,1
Rhodocybe_griseonigrella,1
Rhodocybe_luteobrunnea,1
Rhodocybe_matesina,1
Rhodocybe_mellea,1
Rhodocybe_nitellina,3
Rhodocybe_obscura,1
Rhodocybe_roseiavellanea,1
Rhodocybe_rubrobrunnea,1
Rhodocybe_sp,16
Rhodocybe_tugrulii,1
Rhodofomes_incarnatus,1
Rhodofomitopsis_feei,2
Rhodofomitopsis_roseomagna,1
Rhodonia_placenta,1
Rhodonia_sp,1
Rhodonia_subrancida,1
Rhodophana_corylina,1
Rhodophana_griseobrunnea,1
Rhodophana_sp,2
Rhodophana_squamulosa,1
Rhodophana_stangliana,1
Rhodoscypha_sp,6
Rhodosporidiobolus_azoricus,1
Rhodosporidiobolus_colostri,1
Rhodosporidiobolus_fluvialis,3
Rhodosporidiobolus_fuzhouensis,1
Rhodosporidiobolus_jianfalingensis,1
Rhodosporidiobolus_lusitaniae,2
Rhodosporidiobolus_microsporus,1
Rhodosporidiobolus_nylandii,2
Rhodosporidiobolus_odoratus,1
Rhodosporidiobolus_oreadorum,1
Rhodosporidiobolus_platycladi,1
Rhodosporidiobolus_poonsookiae,2
Rhodosporidiobolus_ruineniae,1
Rhodosporidiobolus_sp,21
Rhodotarzetta_rosea,1
Rhodotarzetta_sp,1
Rhodotorula_araucariae,2
Rhodotorula_babjevae,4
Rhodotorula_dairenensis,2
Rhodotorula_diobovata,2
Rhodotorula_evergladensis,1
Rhodotorula_glutinis,1
Rhodotorula_graminis,2
Rhodotorula_kratochvilovae,3
Rhodotorula_mucilaginosa,4
Rhodotorula_ngohengohe,1
Rhodotorula_pacifica,1
Rhodotorula_paludigena,2
Rhodotorula_sp,50
Rhodotorula_sphaerocarpa,4
Rhodotorula_taiwanensis,1
Rhodotorula_toruloides,3
Rhodotus_asperior,1
Rhodotus_palmatus,3
Rhodoveronaea_aquatica,1
Rhodoveronaea_everniae,1
Rhodoveronaea_sp,1
Rhodoveronaea_varioseptata,1
Rhopalophora_clavispora,1
Rhopalophora_sp,3
Rhopalostroma_angolense,1
Rhopalostroma_brevistipitatum,1
Rhynchogastrema_complexa,1
Rhynchogastrema_coronatum,1
Rhynchogastrema_fermentans,1
Rhynchogastrema_glucofermentans,1
Rhynchogastrema_nanyangensis,1
Rhynchogastrema_sp,4
Rhynchogastrema_tunnelae,1
Rhynchogastrema_visegradensis,1
Rhynchogastremataceae_sp,2
Rhynchosporium_agropyri,1
Rhynchosporium_graminicola,1
Rhynchosporium_orthosporum,1
Rhynchosporium_secalis,1
Rhynchosporium_sp,1
Rhynchostoma_proteae,1
Rhynchostomataceae_sp,1
Rhytidhysteron_chromolaenae,1
Rhytidhysteron_erioi,1
Rhytidhysteron_magnoliae,1
Rhytidhysteron_mangrovei,1
Rhytidhysteron_neorufulum,1
Rhytidhysteron_rufulum,4
Rhytidhysteron_sp,13
Rhytidhysteron_thailandicum,1
Rhytisma_acerinum,1
Rhytisma_americanum,1
Rhytisma_filamentosum,1
Rhytisma_polare,1
Rhytisma_sp,2
Rhytismataceae_sp,47
Rhytismatales_sp,25
Ricasolia_amplissima,3
Ricasolia_japonica,1
Ricasolia_quercizans,1
Ricasolia_virens,1
Richoniella_sp,3
Rickenella_danxiashanensis,1
Rickenella_fibula,2
Rickenella_indica,1
Rickenella_minuta,2
Rickenella_sp,7
Rickenella_swartzii,1
Rickenellaceae_sp,2
Rickia_wasmannii,1
Rickiopora_latemarginata,1
Rigidoporus_biokoensis,1
Rigidoporus_cuneatus,1
Rigidoporus_minutus,1
Rigidoporus_pouzarii,1
Rigidoporus_sanguinolentus,1
Rigidoporus_sp,14
Rigidoporus_submicroporus,1
Rigidoporus_ulmarius,2
Rigidoporus_vinctus,2
Rimbachia_arachnoidea,1
Rimbachia_bryophila,1
Rimbachia_sp,2
Rimularia_badioatra,1
Rimularia_geumodoensis,1
Rimularia_gibbosa,2
Rinaldiella_pentagonospora,1
Rinodina_cacaotina,1
Rinodina_candidogrisea,1
Rinodina_capensis,1
Rinodina_confragosa,1
Rinodina_degeliana,1
Rinodina_disjuncta,1
Rinodina_efflorescens,1
Rinodina_guzzinii,1
Rinodina_lecanorina,1
Rinodina_mniaroea,3
Rinodina_mniaroeiza,1
Rinodina_oleae,1
Rinodina_olivaceobrunnea,1
Rinodina_oxydata,1
Rinodina_pyrina,2
Rinodina_roscida,1
Rinodina_sp,10
Rinodina_turfacea,1
Rinodina_zeorina,1
Rinodinella_controversa,1
Rinodinella_sp,2
Riopa_metamorphosa,1
Riopa_pudens,1
Ripartitella_alba,1
Ripartitella_brasiliensis,1
Ripartitella_brunnea,1
Ripartitella_degreefii,1
Ripartitella_sp,1
Ripartites_metrodii,1
Ripartites_odorus,1
Ripartites_sp,10
Ripartites_tricholoma,3
Robbauera_albescens,1
Robertozyma_ningxiaensis,1
Robillarda_africana,1
Robillarda_mangiferae,1
Robillarda_roystoneae,1
Robillarda_sessilis,1
Robillarda_sp,2
Roccella_allorgei,1
Roccella_applanata,1
Roccella_babingtonii,1
Roccella_bajasurensis,2
Roccella_balfourii,1
Roccella_boryi,1
Roccella_canariensis,2
Roccella_decipiens,1
Roccella_elisabethae,1
Roccella_fuciformis,2
Roccella_galapagoensis,2
Roccella_gracilis,1
Roccella_lirellina,1
Roccella_maderensis,1
Roccella_margaritifera,1
Roccella_minuta,1
Roccella_montagnei,7
Roccella_nigerrima,1
Roccella_phycopsioides,1
Roccella_phycopsis,3
Roccella_sinensis,1
Roccella_sp,2
Roccella_tuberculata,1
Roccella_verruculosa,2
Roccellaceae_sp,1
Roccellina_capensis,1
Rodentomyces_sp,1
Rodmanochytrium_sphaericum,1
Rodwayella_sessilis,1
Rodwayella_sp,4
Roesleria_sp,1
Roesleria_subterranea,2
Rogersella_sp,1
Roigiella_syzygii,1
Rolfidium_nigropallidum,1
Romagnesiella_clavus,1
Romjularia_lurida,1
Rommelaarsia_flavovirens,1
Ropalospora_lugubris,2
Ropalospora_phaeoplaca,1
Ropalospora_viridis,1
Roridomyces_roridus,2
Roridomyces_sp,4
Rosasphaeria_moravica,1
Rosellinia_abscondita,1
Rosellinia_aquila,2
Rosellinia_australiensis,1
Rosellinia_britannica,2
Rosellinia_buxi,1
Rosellinia_compacta,1
Rosellinia_markhamiae,1
Rosellinia_mearnsii,1
Rosellinia_necatrix,2
Rosellinia_sanctae-cruciana,2
Rosellinia_sp,12
Rosellinia_subiculata,1
Rosellinia_thelena,1
Rosenscheldiella_korthalsellae,1
Roseodiscus_sinicus,1
Roseodiscus_sp,4
Roseograndinia_jilinensis,1
Roseograndinia_minispora,1
Rosettozyma_cystopteridis,1
Rosettozyma_motuoensis,1
Rosettozyma_petaloides,1
Rosisphaerella_rosicola,1
Rossbeevera_bispora,1
Rossbeevera_cryptocyanea,1
Rossbeevera_eucyanea,1
Rossbeevera_griseovelutina,2
Rossbeevera_paracyanea,2
Rossbeevera_sp,4
Rossbeevera_vittatispora,1
Rossbeevera_yunnanensis,1
Rostraureum_tropicale,1
Rostriconidium_aquaticum,1
Rostriconidium_pandanicola,1
Rostrohypoxylon_terebratum,1
Roussoella_aquatica,1
Roussoella_chiangraina,1
Roussoella_doimaesalongensis,1
Roussoella_guttulata,1
Roussoella_japanensis,1
Roussoella_kunmingensis,1
Roussoella_margidorensis,1
Roussoella_mediterranea,1
Roussoella_mexicana,1
Roussoella_neopustulans,3
Roussoella_nitidula,1
Roussoella_pseudohysterioides,1
Roussoella_scabrispora,1
Roussoella_siamensis,1
Roussoella_sinensis,1
Roussoella_sp,16
Roussoella_thailandica,1
Roussoella_tuberculata,1
Roussoella_verrucispora,1
Roussoellaceae_sp,7
Royoporus_sp,1
Rozella_allomycetis,1
Rozella_rhizoclosmatii,1
Rozellomycetes_sp,1
Rozellomycota_sp,4657
Rubellisphaeria_abscondita,1
Rubellofomes_cystidiatus,1
Rubikia_evansii,1
Rubinoboletus_rubinus,1
Rubroboletus_demonensis,1
Rubroboletus_esculentus,1
Rubroboletus_haematinus,1
Rubroboletus_latisporus,1
Rubroboletus_lupinus,1
Rubroboletus_pulcherrimus,1
Rubroboletus_rhodosanguineus,1
Rubroboletus_sinicus,1
Rubroboletus_sp,1
Rubropezicula_thailandica,1
Rubroshiraia_bambusae,1
Rufoplaca_arenaria,2
Rufoplaca_oxfordensis,1
Rufoplaca_scotoplaca,1
Rufoplaca_sp,4
Rugosomyces_carneus,1
Rugosomyces_chrysenteron,1
Rugosomyces_ionides,1
Rugosomyces_naucoria,1
Rugosomyces_obscurissimus,1
Rugosomyces_pseudoflammula,1
Rugosomyces_sp,2
Ruhlandiella_berolinensis,1
Ruhlandiella_lophozoniae,1
Ruhlandiella_patagonica,2
Ruhlandiella_reticulata,1
Ruhlandiella_sp,70
Ruhlandiella_truncata,1
Ruinenia_bangxiensis,1
Ruinenia_clavata,2
Ruinenia_diospyri,1
Ruinenia_dracophylli,2
Ruinenia_fanjingshanensis,1
Ruinenia_lunata,1
Ruinenia_pyrrosiae,1
Ruinenia_rubra,2
Ruinenia_sp,1
Rupestriomyces_ampulliformis,1
Rupestriomyces_sinensis,1
Rupestriomyces_sp,2
Rupestriomyces_torulosus,1
Ruptoseptoria_unedonis,1
Rusavskia_dasanensis,1
Russula_abietiphila,1
Russula_absphaerocellaris,1
Russula_acrolamellata,2
Russula_adusta,2
Russula_aeruginea,5
Russula_alachuana,1
Russula_albidogrisea,1
Russula_alboareolata,2
Russula_albolutescens,1
Russula_albonigra,1
Russula_allochroa,1
Russula_alnetorum,2
Russula_alutacea,2
Russula_amarissima,2
Russula_americana,2
Russula_amerorecondita,1
Russula_amethystina,3
Russula_amoena,2
Russula_amoenoides,1
Russula_amoenolens,2
Russula_anatina,2
Russula_andaluciana,1
Russula_anthracina,1
Russula_aquosa,1
Russula_archaeosuberis,1
Russula_arpalices,1
Russula_arunii,1
Russula_arvernensis,1
Russula_atroaeruginea,1
Russula_atroglauca,1
Russula_atropurpurea,2
Russula_atroviridis,1
Russula_aucklandica,1
Russula_aurantiocutis,1
Russula_aurantioflammans,1
Russula_aurea,1
Russula_aureorubra,1
Russula_aureoviridis,1
Russula_aurora,2
Russula_australis,1
Russula_ayubiana,1
Russula_azurea,2
Russula_badia,3
Russula_banwatchanensis,1
Russula_basifurcata,1
Russula_batistae,1
Russula_benwooii,1
Russula_bicolor,1
Russula_blennia,1
Russula_blumiana,1
Russula_borealis,1
Russula_brevipes,3
Russula_brevipileocystidiata,1
Russula_brevispora,1
Russula_brunneoannulata,1
Russula_brunneola,1
Russula_brunneorigida,1
Russula_brunneoviolacea,1
Russula_bubalina,1
Russula_burlinghamiae,1
Russula_buyckii,1
Russula_byssina,1
Russula_caerulea,1
Russula_californiensis,1
Russula_candida,1
Russula_candidissima,1
Russula_cantharellicola,1
Russula_capillaris,1
Russula_carminipes,1
Russula_carpini,1
Russula_cascadensis,2
Russula_castanopsidis,2
Russula_catillus,1
Russula_cavipes,4
Russula_cerolens,2
Russula_cessans,1
Russula_changbaiensis,1
Russula_chiui,1
Russula_chlorineolens,1
Russula_chloroides,1
Russula_citrinochlora,1
Russula_clavatohyphata,1
Russula_clelandii,1
Russula_compacta,7
Russula_compactoides,1
Russula_compressa,2
Russula_congoana,1
Russula_consobrina,1
Russula_corallina,2
Russula_cornicolor,2
Russula_coronaspora,1
Russula_cortinarioides,1
Russula_crassotunicata,1
Russula_cremeirosea,1
Russula_cremeo-ochracea,1
Russula_cremeoavellanea,1
Russula_cremicolor,1
Russula_cremoricolor,1
Russula_crenulata,2
Russula_crustosa,6
Russula_curtipes,2
Russula_cyanoxantha,11
Russula_cynorhodon,1
Russula_danksiae,1
Russula_darjeelingensis,1
Russula_decipiens,2
Russula_decolorans,4
Russula_delica,3
Russula_densifolia,9
Russula_densissima,1
Russula_depallens,1
Russula_dhakuriana,1
Russula_diffusa,1
Russula_dinghuensis,1
Russula_discopus,2
Russula_dissimulans,1
Russula_diversicolor,1
Russula_earlei,1
Russula_echidna,1
Russula_emetica,5
Russula_emeticicolor,2
Russula_faginea,1
Russula_farinipes,3
Russula_faustiana,1
Russula_favrei,1
Russula_fellea,2
Russula_ferruginea,1
Russula_firmula,2
Russula_fistulosa,1
Russula_flaviceps,1
Russula_flavida,2
Russula_floriformis,1
Russula_foetens,5
Russula_foetentula,2
Russula_font-queri,3
Russula_fortunae,1
Russula_fragilis,2
Russula_fragrantissima,1
Russula_fuegiana,1
Russula_fulvograminea,1
Russula_galileensis,1
Russula_galochroides,1
Russula_garyensis,1
Russula_gelatinivelata,4
Russula_gelatinosa,1
Russula_globispora,3
Russula_glutinosa,1
Russula_glutinosoides,1
Russula_gnathangensis,1
Russula_gracillima,2
Russula_graminea,1
Russula_granulata,1
Russula_grata,4
Russula_graveolens,1
Russula_grisea,1
Russula_griseascens,1
Russula_griseobrunnea,2
Russula_griseocarnosa,2
Russula_griseoviolacea,1
Russula_helodes,1
Russula_heterophylla,1
Russula_hiemisilvae,1
Russula_hobartiae,1
Russula_hookeri,1
Russula_hortensis,1
Russula_hygrophytica,1
Russula_ilicis,1
Russula_inamoena,1
Russula_indocatillus,1
Russula_indohimalayana,1
Russula_inflata,1
Russula_inquinata,1
Russula_integra,4
Russula_integriformis,1
Russula_intermedia,1
Russula_intervenosa,1
Russula_ionochlora,2
Russula_japonica,2
Russula_juniperina,1
Russula_kanadii,2
Russula_kansaiensis,1
Russula_katarinae,1
Russula_kermesina,1
Russula_kewzingensis,1
Russula_laeta,3
Russula_lakhanpalii,1
