Genus,Number of sequences
Conioscyphales_gen_Incertae_sedis,9
Coniosporium,44
Coniothyriaceae_gen_Incertae_sedis,9
Coniothyrina,1
Coniothyrium,31
Conlariaceae_gen_Incertae_sedis,2
Conlarium,65
Connersia,3
Connopus,1
Conocybe,214
Conoideocrella,2
Constantinomyces,10
Contumyces,1
Cookeina,12
Cophinforma,1
Coppinsiella,1
Coprinellus,80
Coprinopsis,208
Coprinus,19
Coprotus,27
Cora,85
Coralloidiomyces,2
Coralloidiomycetaceae_gen_Incertae_sedis,1
Corallonectria,1
Cordana,24
Cordanaceae_gen_Incertae_sedis,12
Cordierites,1
Cordieritidaceae_gen_Incertae_sedis,3
Cordyceps,39
Cordycipitaceae_gen_Incertae_sedis,84
Corella,3
Coremiopassalora,2
Coreomyces,7
Coriolopsis,12
Corneriella,4
Cornicularia,1
Corniculariella,2
Cornuvesica,3
Corollospora,14
Coronatomyces,2
Coronellaria,1
Coronicium,7
Coronophorales_gen_Incertae_sedis,3
Corticiaceae_gen_Incertae_sedis,61
Corticiales_gen_Incertae_sedis,35
Corticifraga,2
Corticimorbus,1
Corticium,13
Cortinariaceae_gen_Incertae_sedis,142
Cortinarius,3233
Corylicola,1
Corymbiglomus,3
Corynascella,4
Corynascus,2
Coryneaceae_gen_Incertae_sedis,4
Corynelia,4
Coryneliaceae_gen_Incertae_sedis,5
Coryneliales_gen_Incertae_sedis,3
Corynespora,17
Coryneum,10
Coscinocladium,1
Cosmospora,29
Costatisporus,1
Cotylidia,5
Crassiclypeus,1
Crassimassarina,1
Crassiparies,2
Crassiperidium,2
Crassisporium,1
Crassisporus,1
Craterellus,96
Craterocolla,1
Crepatura,2
Crepidotaceae_gen_Incertae_sedis,21
Crepidotus,98
Crespoa,2
Cribbea,1
Crinipellis,55
Crinitomyces,3
Crinitospora,1
Cristinia,34
Cristulariella,1
Crocicreas,21
Crocinoboletus,1
Cronartiaceae_gen_Incertae_sedis,2
Cronartium,11
Crucellisporiopsis,2
Crucellisporium,1
Crucibulum,2
Cruentomycena,5
Crumenulopsis,3
Crustoderma,8
Crustodontia,6
Crustomyces,2
Cryolevonia,2
Cryomyces,4
Cryphognomonia,1
Cryphonectria,9
Cryphonectriaceae_gen_Incertae_sedis,11
Cryptendoxyla,2
Cryptocline,2
Cryptoclypeus,2
Cryptococcaceae_gen_Incertae_sedis,1
Cryptococcus,38
Cryptocoryneaceae_gen_Incertae_sedis,4
Cryptocoryneum,12
Cryptodiaporthe,2
Cryptodiscus,32
Cryptomarasmius,2
Cryptometrion,2
Cryptomyces,1
Cryptophiale,4
Cryptophialoidea,1
Cryptophyllachora,2
Cryptoporus,2
Cryptosphaeria,5
Cryptosporella,12
Cryptosporiopsis,20
Cryptostroma,2
Cryptotrichosporon,21
Cryptovalsa,2
Crystallicutis,1
Ctenomyces,8
Cucitella,1
Cucurbitaria,2
Cucurbitariaceae_gen_Incertae_sedis,81
Cucurbitinus,2
Cudonia,15
Cudoniaceae_gen_Incertae_sedis,8
Cudoniella,7
Culbersonia,1
Culicinomyces,1
Cumuliphoma,1
Cuniculitrema,3
Cuniculitremaceae_gen_Incertae_sedis,4
Cunninghamella,58
Cunninghamellaceae_gen_Incertae_sedis,63
Cuphophyllus,84
Cupreoboletus,1
Cupulina,1
Currahomyces,1
Curreya,3
Curvibasidium,11
Curvicladiella,2
Curviclavula,2
Curvularia,108
Custingophora,2
Cutaneotrichosporon,27
Cyanoboletus,5
Cyanodermella,3
Cyanonectria,1
Cyanosporus,21
Cyathicula,8
Cyathus,23
Cyberlindnera,45
Cycasicola,2
Cyclaneusma,2
Cyclocybe,3
Cyclohymenia,1
Cyclomyces,2
Cyclothyriella,1
Cyclothyriellaceae_gen_Incertae_sedis,2
Cylindrium,18
Cylindroaseptospora,5
Cylindrobasidium,4
Cylindrocarpon,8
Cylindrocarpostylus,1
Cylindrocladiella,18
Cylindrocladium,2
Cylindroconidiis,1
Cylindrodendrum,3
Cylindromonium,3
Cylindrosympodioides,17
Cylindrosympodium,22
Cylindrotorula,1
Cylindrotrichum,5
Cyllamyces,3
Cymatoderma,5
Cymostachys,6
Cyniclomyces,1
Cyphelium,2
Cyphella,1
Cyphellaceae_gen_Incertae_sedis,2
Cyphellophora,114
Cyphellophoraceae_gen_Incertae_sedis,32
Cyphellopsis,1
Cyphellostereum,13
Cyphobasidiales_gen_Incertae_sedis,13
Cyphobasidium,1
Cyptotrama,10
Cyrenella,2
Cystangium,2
Cystidiodontia,6
Cystidiopostia,1
Cystinarius,3
Cystoagaricus,6
Cystobasidiaceae_gen_Incertae_sedis,8
Cystobasidiales_gen_Incertae_sedis,4
Cystobasidiomycetes_gen_Incertae_sedis,19
Cystobasidiopsis,4
Cystobasidium,88
Cystocoleus,1
Cystodendron,3
Cystoderma,21
Cystodermella,8
Cystofilobasidiaceae_gen_Incertae_sedis,5
Cystofilobasidiales_gen_Incertae_sedis,14
Cystofilobasidium,13
Cystolepiota,61
Cystostereaceae_gen_Incertae_sedis,2
Cystostereum,5
Cystotheca,6
Cytidia,2
Cytidiella,1
Cytospora,108
Cytosporaceae_gen_Incertae_sedis,2
Cytosporella,3
Cyttaria,1
Dacrymyces,41
Dacrymycetaceae_gen_Incertae_sedis,7
Dacrymycetales_gen_Incertae_sedis,5
Dacrymycetes_gen_Incertae_sedis,4
Dacryobolus,7
Dacryonaema,4
Dacryopinax,9
Dactylaria,9
Dactylella,44
Dactylellina,11
Dactylidina,1
Dactylidispora,2
Dactylina,3
Dactylodendron,1
Dactylonectria,8
Dactylospora,20
Dactylosporaceae_gen_Incertae_sedis,19
Dactylosporina,5
Daedalea,8
Daedalella,1
Daedaleopsis,4
Daldinia,43
Danielozyma,2
Darkera,1
Darksidea,14
Dasyscyphella,4
Dasyscyphus,1
Dasyspora,8
Datronia,4
Datroniella,1
Davidhawksworthia,3
Davidiella,1
Davidiellomyces,5
Davidsoniella,2
Deakozyma,1
Debaryomyces,22
Debaryomycetaceae_gen_Incertae_sedis,5
Deconica,36
Deflexula,4
Degelia,3
Deightoniella,1
Dekkera,5
Dekkeromyces,1
Delastria,44
Delfinachytrium,1
Delicatula,7
Delitschia,1
Delitschiaceae_gen_Incertae_sedis,3
Delonicicola,1
Deltopyxis,1
Dematiocladium,2
Dematiohelicomyces,1
Dematiohelicosporum,1
Dematiopleospora,8
Dematioscypha,1
Dencoeliopsis,1
Dendriscocaulon,1
Dendriscosticta,21
Dendrochytridium,5
Dendroclathra,1
Dendrocollybia,2
Dendrocorticium,3
Dendrodacrys,3
Dendrographa,5
Dendrophoma,17
Dendrosphaera,1
Dendrospora,1
Dendrosporium,22
Dendrostoma,15
Dendrothele,2
Dendryphiella,6
Dendryphion,2
Deniquelata,8
Dennisiomyces,9
Densocarpa,2
Densospora,5
Dentipellicula,1
Dentipellis,8
Dentipellopsis,1
Dentipratulum,1
Dentiscutata,26
Dentocorticium,5
Dermatea,1
Dermateaceae_gen_Incertae_sedis,50
Dermatiscum,1
Dermatocarpon,26
Dermea,13
Dermocybe,5
Dermoloma,69
Derxomyces,41
Descolea,12
Descomyces,11
Desertella,5
Desertiserpentica,1
Desmazierella,11
Deviodontia,1
Devonomyces,1
Devriesia,117
Dextrinocystis,1
Dextrinoporus,1
Diabolocovidia,1
Diacanthodes,3
Diademospora,1
Dialonectria,2
Diaporthaceae_gen_Incertae_sedis,40
Diaporthales_gen_Incertae_sedis,47
Diaporthe,359
Diaporthella,1
Diaporthosporella,2
Diaporthostoma,3
Diatractium,2
Diatrypaceae_gen_Incertae_sedis,25
Diatrype,16
Diatrypella,12
Dibaeis,4
Dicephalospora,5
Dichomitus,9
Dichostereum,14
Dichotomocladium,2
Dichotomophthora,3
Dichotomopilus,11
Dicranidion,3
Dictyoarthrinium,4
Dictyocatenulata,2
Dictyochaeta,24
Dictyocheirospora,14
Dictyolus,6
Dictyonema,33
Dictyophora,2
Dictyospora,3
Dictyosporella,3
Dictyosporiaceae_gen_Incertae_sedis,28
Dictyosporium,14
Dictyothyriella,1
Dicyma,2
Diddensiella,3
Didymella,42
Didymellaceae_gen_Incertae_sedis,93
Didymocrea,4
Didymocyrtis,9
Didymosphaeria,2
Didymosphaeriaceae_gen_Incertae_sedis,87
Didymostilbe,1
Diehliomyces,1
Dietelia,1
Digitiseta,3
Digitodesmium,2
Digitopodium,2
Dijigiella,1
Diluviicola,7
Dimargaris,1
Dimelaena,7
Dimennazyma,1
Dimorphiopsis,1
Dimorphiseta,2
Dimorphoma,1
Dimorphospora,4
Dimorphosporicola,2
Dinemasporium,30
Dingleya,5
Dinomyces,1
Dioszegia,51
Diplocarpa,2
Diplocarpon,4
Diplochorella,1
Diplococcium,4
Diplocystis,2
Diplodia,18
Diplogelasinospora,14
Diploicia,1
Diplolaeviopsis,1
Diplomitoporus,4
Diplonaevia,1
Diploospora,2
Diploschistes,20
Diplotomma,7
Dipodascaceae_gen_Incertae_sedis,20
Dipodascopsis,3
Dipodascus,20
Dirina,36
Dirinaria,9
Dirkmeia,2
Disarticulatus,1
Discina,2
Discinaceae_gen_Incertae_sedis,4
Discinella,3
Discinellaceae_gen_Incertae_sedis,32
Disciotis,3
Disciseda,25
Discosia,16
Discosporium,1
Discotubeufia,1
Discula,1
Disculoides,3
Disporotrichum,1
Dissoconiaceae_gen_Incertae_sedis,1
Dissoconium,5
Dissoderma,6
Dissophora,4
Distocercospora,1
Distomycovellosiella,1
Distononappendiculata,3
Distoseptispora,36
Distoseptisporaceae_gen_Incertae_sedis,8
Ditangium,1
Ditiola,2
Ditopella,1
Diutina,16
Diversimediispora,1
Diversimorbus,1
Diversispora,110
Diversisporaceae_gen_Incertae_sedis,10
Diversisporales_gen_Incertae_sedis,1
Dlhawksworthia,1
Dolabra,1
Dolichousnea,4
Dominikia,222
Donadinia,10
Donkioporia,1
Donkioporiella,3
Dothidea,8
Dothideaceae_gen_Incertae_sedis,7
Dothideales_gen_Incertae_sedis,22
Dothideomycetes_gen_Incertae_sedis,807
Dothidotthia,3
Dothidotthiaceae_gen_Incertae_sedis,9
Dothiora,26
Dothioraceae_gen_Incertae_sedis,2
Dothiorella,31
Dothistroma,2
Drechmeria,4
Drechslera,2
Drechslerella,4
Drepanopeziza,4
Dryadomyces,2
Ductifera,1
Duebenia,1
Dufourea,13
Dumontinia,1
Duportella,5
Durella,2
Durianella,1
Durotheca,2
Dussiella,1
Dwayaangam,1
Dwayalomella,1
Dwiroopa,8
Earliella,1
Echinocatena,1
Echinochaete,2
Echinoderma,24
Echinodontiaceae_gen_Incertae_sedis,1
Echinodontium,2
Echinoporia,1
Echinusitheca,1
Echria,3
Ectophoma,1
Edenia,1
Edythea,1
Effuseotrichosporon,3
Efibula,11
Efibulobasidium,13
Eichleriella,13
Eilifdahlia,2
Elaiopezia,1
Elaphomyces,164
Elaphomycetaceae_gen_Incertae_sedis,10
Elasticomyces,6
Elbamycella,1
Elderia,1
Eleutherascus,8
Eleutheromyces,4
Elixia,1
Elixjohnia,1
Elliottinia,1
Ellisembia,1
Ellisomyces,1
Elmerina,6
Elongaticollum,1
Elongaticonidia,1
Elsinoaceae_gen_Incertae_sedis,2
Elsinoe,79
Emarcea,1
Emergomyces,6
Emericellopsis,11
Emmanuelia,4
Emmonsiellopsis,3
Emodomelanelia,1
Emydomyces,4
Encoelia,2
Endocalyx,4
Endocarpon,41
Endocena,1
Endochytrium,2
Endoconidioma,3
Endoconidiophora,8
Endogonaceae_gen_Incertae_sedis,2
Endogonales_gen_Incertae_sedis,91
Endogone,7
Endogonomycetes_gen_Incertae_sedis,416
Endomelanconiopsis,9
Endoperplexa,5
Endophoma,1
Endophragmiella,5
Endophyllum,1
Endoradiciella,1
Endoraecium,13
Endosporium,6
Endothia,1
Endoxyla,4
Engyodontium,1
Enridescalsia,2
Entalbostroma,1
Enterocarpus,1
Enterographa,1
Enthallopycnidium,1
Entimomentora,1
Entocybe,8
Entoleuca,2
Entoloma,652
Entolomataceae_gen_Incertae_sedis,290
Entomocorticium,10
Entomophaga,1
Entomophthora,1
Entomophthorales_gen_Incertae_sedis,1
Entomophthoromycota_gen_Incertae_sedis,1
Entomortierella,4
Entonaema,1
Entophlyctis,3
Entorrhiza,36
Entorrhizaceae_gen_Incertae_sedis,8
Entorrhizales_gen_Incertae_sedis,2
Entorrhizomycetes_gen_Incertae_sedis,5
Entorrhizomycota_gen_Incertae_sedis,33
Entosordaria,1
Entrophospora,4
Entyloma,26
Entylomataceae_gen_Incertae_sedis,2
Entylomatales_gen_Incertae_sedis,3
Eocronartiaceae_gen_Incertae_sedis,1
Eocronartium,29
Eonema,1
Ephelis,1
Epibryon,11
Epichloe,11
Epicoccum,21
Epicoleosporium,1
Epidermophyton,1
Episphaeria,1
Epithamnolia,7
Epithele,7
Epulorhiza,9
Equiseticola,1
Erastia,1
Eremascus,1
Eremiomyces,3
Eremomyces,4
Eremomycetaceae_gen_Incertae_sedis,5
Eremothecium,5
Ericiosphaeria,1
Erinella,1
Eriocamporesia,1
Eriocybe,1
Eriomyces,1
Eriopezia,1
Erioscyphella,8
Eriospora,3
Eriosporella,1
Ernakulamia,3
Erratomyces,1
Erysiphaceae_gen_Incertae_sedis,10
Erysiphe,133
Erythricium,7
Erythrobasidiales_gen_Incertae_sedis,8
Erythrobasidium,9
Erythrogloeaceae_gen_Incertae_sedis,1
Erythromyces,1
Erythrophylloporus,2
Eschatogonia,2
Escovopsioides,1
Escovopsis,19
Esslingeriana,1
Etheirodon,1
Eucalyptostroma,9
Eucasphaeria,12
Eudimeriolum,2
Eumitria,1
Euoidium,2
Eupenidiella,1
Eurotiales_gen_Incertae_sedis,164
Eurotiomycetes_gen_Incertae_sedis,240
Eustilbum,1
Euteratosphaeria,6
Eutiarosporella,4
Eutypa,22
Eutypella,22
Evansstolkia,1
Everhartia,1
Evernia,3
Everniastrum,1
Everniopsis,1
Exidia,22
Exidiaceae_gen_Incertae_sedis,5
Exidiopsis,11
Exobasidiaceae_gen_Incertae_sedis,1
Exobasidiales_gen_Incertae_sedis,2
Exobasidiomycetes_gen_Incertae_sedis,6
Exobasidium,40
Exochalara,1
Exopassalora,1
Exophiala,226
Exosporium,2
Exserohilum,24
Exsudoporus,2
Extremaceae_gen_Incertae_sedis,29
Extremopsis,1
Extremus,13
Exutisphaerella,1
Fabrella,1
Fagicola,1
Falciformispora,22
Falciphora,3
Falciphoriella,4
Falcocladium,7
Fantasmomyces,1
Farlowiella,2
Farysia,5
Fasciatispora,2
Fasciatisporaceae_gen_Incertae_sedis,1
Fasciodontia,2
Fauriea,1
Favolaschia,14
Favolus,12
Fayodia,3
Fellhanera,5
Fellomyces,9
Fellozyma,5
Femsjonia,4
Fenestella,6
Fennellomyces,1
Feramyces,2
Fereydounia,1
Fevansia,1
Fibricium,5
Fibrodontia,5
Fibroporia,9
Fibulobasidium,2
Fibulochlamys,1
Fibulomyces,2
Filobasidiaceae_gen_Incertae_sedis,10
Filobasidiales_gen_Incertae_sedis,26
Filobasidiella,4
Filobasidium,23
Filoboletus,2
Filosporella,4
Filsoniana,2
Fimetariella,3
Fimicolochytrium,15
Fischerula,2
Fissuroma,5
Fistulina,7
Fistulinella,5
Fitzroyomyces,3
Flabellascoma,8
Flabellascus,1
Flabellophora,1
Flagelloscypha,11
Flagellospora,7
Flakea,1
Flammeascoma,1
Flammocladiella,2
Flammula,1
Flammulaster,19
Flammulina,13
Flaviporus,9
Flavocetraria,5
Flavocillium,3
Flavodon,3
Flavomyces,4
Flavoparmelia,16
Flavoplaca,7
Flavopunctelia,1
Flectospora,1
Flexuomyces,1
Floccularia,3
Floricola,2
Floromyces,1
Floropilus,1
Fluminicola,3
Fodinomyces,1
Foliocryphia,7
Foliophoma,3
Fomes,6
Fominiella,1
Fomitella,2
Fomitiporella,14
Fomitiporia,64
Fomitopsidaceae_gen_Incertae_sedis,29
Fomitopsis,14
Fonsecaea,14
Fonsecazyma,15
Fontanospora,6
Foraminispora,3
Forliomyces,4
Fracchiaea,1
Fragiliporia,1
Frantisekia,1
Franwilsia,2
Fraxinicola,3
Friedmanniomyces,6
Fulgidea,2
Fulgogasparrea,2
Fulvia,2
Fulvifomes,25
Fulvoderma,2
Fulvoflamma,1
Fumagopsis,1
Fumiglobus,1
Funalia,4
Fungi_gen_Incertae_sedis,5715
Funiliomyces,7
Funneliformis,80
Funneliglomus,3
Furcasterigmium,2
Furfurella,4
Furtadomyces,1
Fusariella,15
Fusarium,316
Fuscidea,8
Fuscideaceae_gen_Incertae_sedis,1
Fuscoboletinus,1
Fuscocatenula,2
Fuscoderma,1
Fuscohilum,2
Fuscopannaria,8
Fuscoporia,50
Fuscopostia,9
Fuscosporella,5
Fuscosporellaceae_gen_Incertae_sedis,1
Fuscostagonospora,2
Fusculina,14
Fusculinaceae_gen_Incertae_sedis,8
Fuscutata,1
Fusichalara,3
Fusicladium,7
Fusicolla,30
Fusiconidium,3
Fusidium,118
Fusiformiseptata,1
Fusiformispora,1
Fusoidiella,1
Gaertneriomyces,8
Gaeumannomycella,8
Gaeumannomyces,24
Galactomyces,16
Galeaticarpa,1
Galerella,2
Galerina,84
Galiella,3
Galiicola,2
Gallinipes,5
Gallowayella,6
Gammamyces,1
Gamsia,6
Gamsiella,2
Gamsylella,6
Gamszarea,6
Gamundia,4
Ganoderma,139
Ganodermataceae_gen_Incertae_sedis,8
Gastrosporium,2
Gautieria,31
Geastraceae_gen_Incertae_sedis,162
Geastrales_gen_Incertae_sedis,156
Geastrum,500
Geastrumia,3
Geejayessia,5
Geesterania,2
Gelasinospora,5
Gelatinipulvinella,1
Gelatinodiscaceae_gen_Incertae_sedis,3
Gelatinofungus,1
Gelatinomyces,1
Gelidatrema,2
Geliporus,1
Geminibasidiaceae_gen_Incertae_sedis,9
Geminibasidium,66
Gemmamyces,1
Gemmina,4
Genabea,17
Genea,98
Geniculifera,2
Geniculospora,1
Genolevuria,19
Geodina,1
Geoglossaceae_gen_Incertae_sedis,232
Geoglossales_gen_Incertae_sedis,24
Geoglossum,157
Geomorium,2
Geomyces,32
Geopora,142
Geopyxis,10
Georgefischeriaceae_gen_Incertae_sedis,1
Geoscypha,2
Geosmithia,46
Geotrichum,42
Geranomyces,7
Gerhardtia,9
Gerronema,38
Ghazallomyces,1
Gibbago,1
Gibberella,7
Gibbosporina,6
Gibellula,10
Gibellulopsis,28
Gigasperma,3
Gigaspora,54
Gigasporales_gen_Incertae_sedis,8
Gilbertella,3
Gilkeya,2
Gilmaniella,1
Gjaerumia,3
Glaciozyma,10
Glarea,9
Gliocephalotrichum,17
Gliocladiopsis,4
Gliocladium,2
Gliomastix,8
Gliophorus,47
Globobotrys,1
Globodera,1
Globomyces,2
Globonectria,1
Globoramichloridium,1
Globulicium,1
Gloeocantharellus,6
Gloeocystidiellum,13
Gloeodontia,3
Gloeoheppia,1
Gloeohypochnicium,1
Gloeopeniophorella,1
Gloeophyllum,10
Gloeoporellus,1
Gloeoporus,8
Gloeopycnis,1
Gloeosoma,2
Gloeostereum,3
Gloeotinia,2
Gloiocephala,2
Gloiodon,1
Gloiothele,8
Gloioxanthomyces,4
Glomeraceae_gen_Incertae_sedis,1300
Glomerales_gen_Incertae_sedis,160
Glomerellaceae_gen_Incertae_sedis,3
Glomerellales_gen_Incertae_sedis,29
Glomerobolus,1
Glomeromycetes_gen_Incertae_sedis,27
Glomeromycota_gen_Incertae_sedis,152
Glomosporiaceae_gen_Incertae_sedis,3
Glomus,1134
Gloniaceae_gen_Incertae_sedis,16
Gloniopsis,2
Glonium,1
Glutinoagger,1
Glutinoglossum,29
Glutinomyces,68
Glyphium,1
Glypholecia,1
Gnomonia,19
Gnomoniaceae_gen_Incertae_sedis,15
Gnomoniella,1
Gnomoniopsis,25
Gobabebomyces,1
Godronia,3
Goffeauzyma,16
Goidanichiella,10
Golovinomyces,28
Golubevia,1
Gomphaceae_gen_Incertae_sedis,63
Gomphales_gen_Incertae_sedis,57
Gomphidius,12
Gomphus,6
Gonapodya,2
Gonapodyaceae_gen_Incertae_sedis,3
Gonatophragmium,2
Gondwania,2
Gongronella,58
Gonytrichum,8
Gordonomyces,1
Gorgomyces,21
Gorgoniceps,7
Gorgonomyces,2
Gowardia,3
Graddonia,1
Graminopassalora,1
Grammatus,1
Grammothele,9
Grammothelopsis,1
Grandibotrys,3
Granulobasidium,1
Graphiaceae_gen_Incertae_sedis,2
Graphidaceae_gen_Incertae_sedis,1
Graphilbum,16
Graphiola,1
Graphiolaceae_gen_Incertae_sedis,1
Graphiopsis,1
Graphis,2
Graphium,17
Graphostroma,2
Graphostromataceae_gen_Incertae_sedis,10
Greeneria,1
Gregarithecium,1
Gregatothecium,1
Gregorella,1
Greletia,1
Gremmenia,1
Gremmeniella,4
Grifola,2
Grigorovia,2
Groenewaldozyma,3
Gromochytrium,1
Grosmannia,16
Grovesiella,2
Gryganskiella,1
GS01_ord_Incertae_sedis_gen_Incertae_sedis,2
GS01_phy_Incertae_sedis_gen_Incertae_sedis,683
GS02_gen_Incertae_sedis,7
GS03_gen_Incertae_sedis,17
GS04_gen_Incertae_sedis,30
GS05_gen_Incertae_sedis,168
GS06_gen_Incertae_sedis,18
GS07_gen_Incertae_sedis,21
GS08_gen_Incertae_sedis,70
GS09_gen_Incertae_sedis,113
GS10_gen_Incertae_sedis,122
GS11_gen_Incertae_sedis,589
GS12_gen_Incertae_sedis,7
GS13_gen_Incertae_sedis,5
GS14_gen_Incertae_sedis,23
GS16_gen_Incertae_sedis,20
GS17_gen_Incertae_sedis,9
GS17_ord_Incertae_sedis_gen_Incertae_sedis,1
GS18_gen_Incertae_sedis,31
GS18_ord_Incertae_sedis_gen_Incertae_sedis,4
GS19_gen_Incertae_sedis,15
GS19_ord_Incertae_sedis_gen_Incertae_sedis,2
GS21_gen_Incertae_sedis,43
GS22_gen_Incertae_sedis,96
GS23_gen_Incertae_sedis,571
GS24_gen_Incertae_sedis,2
GS25_ord_Incertae_sedis_gen_Incertae_sedis,9
GS26_ord_Incertae_sedis_gen_Incertae_sedis,8
GS27_gen_Incertae_sedis,10
GS27_ord_Incertae_sedis_gen_Incertae_sedis,28
GS28_gen_Incertae_sedis,30
GS29_gen_Incertae_sedis,7
GS31_gen_Incertae_sedis,46
GS32_gen_Incertae_sedis,17
GS33_gen_Incertae_sedis,76
GS35_gen_Incertae_sedis,3
GS35_ord_Incertae_sedis_gen_Incertae_sedis,5
GS36_gen_Incertae_sedis,90
GS37_gen_Incertae_sedis,1
Guanomyces,1
Guarromyces,1
Guepinia,2
Guepiniopsis,2
Guignardia,10
Gummiglobus,1
Guttulispora,2
Guyanagarika,3
Guyanagaster,3
Guyanaporus,1
Gyalecta,6
Gyalectales_gen_Incertae_sedis,3
Gyalectidium,1
Gyalolechia,20
Gymnascella,7
Gymnoascaceae_gen_Incertae_sedis,16
Gymnoascus,15
Gymnographopsis,1
Gymnomyces,10
Gymnopanella,1
Gymnopaxillus,2
Gymnopilus,52
Gymnopus,258
Gymnosporangium,14
Gymnostellatospora,1
Gyoerffyella,7
Gypsoplaca,5
Gyrodon,2
Gyrodontium,3
Gyrographa,3
Gyromitra,20
Gyrophanopsis,4
Gyrophora,1
Gyroporus,50
Gyrothrix,36
Haasiella,1
Haddowia,1
Haematomma,4
Haglerozyma,1
Halegrapha,1
Halenospora,2
Hallingea,2
Haloaleurodiscus,1
Halobyssothecium,7
Halodiatrype,1
Haloguignardia,3
Halokirschsteiniothelia,22
Halomyces,1
Halomycetaceae_gen_Incertae_sedis,3
Halonatospora,1
Haloplaca,2
Halorosellinia,5
Halosarpheia,7
Halosphaeriaceae_gen_Incertae_sedis,136
Halteromyces,1
Halysiomyces,1
Hamamotoa,6
Hamatispora,1
Hamatocanthoscypha,1
Hamatocanthoscyphaceae_gen_Incertae_sedis,8
Hamigera,7
Haniomyces,1
Hannaella,20
Hanseniaspora,25
Hansenopezia,2
Hansfordia,4
Hanstrassia,1
Hantamomyces,1
Hapalocystis,2
Hapalopilus,8
Haplographium,2
Haploporus,15
Haplotrichum,1
Hapsidospora,1
Haptocillium,9
Haradamyces,1
Harknessia,24
Harmajaea,3
Harmoniella,3
Harorepupu,1
Harpellales_gen_Incertae_sedis,1
Harpochytriaceae_gen_Incertae_sedis,3
Harpochytrium,5
Harposporium,4
Harringtonia,1
Harrya,2
Harusavskia,1
Harzia,8
Hasegawaea,1
Hasegawazyma,3
Haudseptoria,1
Hawksworthiomyces,23
Hazslinszkyomyces,12
Hebeloma,134
Hebelomataceae_gen_Incertae_sedis,3
Heimiodora,2
Heimiomyces,1
Heimioporus,3
Heinemannomyces,1
Heitmania,5
Heleococcum,2
Helgardia,2
Helgardiomyces,1
Helicascus,3
Helicoarctatus,1
Helicoarthrosporum,1
Helicoascotaiwania,1
Helicobasidiaceae_gen_Incertae_sedis,8
Helicobasidium,2
Helicocarpus,1
Helicocentralis,1
Helicodendron,16
Helicodochium,1
Helicogermslita,1
Helicogloea,22
Helicogoniaceae_gen_Incertae_sedis,1
Helicohyalinum,2
Helicoma,46
Helicomyces,5
Helicoon,2
Helicosporium,54
Helicostylum,2
Helicotubeufia,3
Heliocybe,2
Heliogaster,1
Helminthosphaeria,1
Helminthosphaeriaceae_gen_Incertae_sedis,6
Helminthosporiella,1
Helminthosporium,29
Helotiaceae_gen_Incertae_sedis,148
Helotiales_gen_Incertae_sedis,2160
Helotium,4
Helvella,116
Helvellaceae_gen_Incertae_sedis,3
Helvellosebacina,56
Hemibeltrania,8
Hemileccinum,11
Hemileia,1
Hemileucoglossum,21
Hemimycena,53
Hemiphacidium,1
Hemipholiota,1
Hemistropharia,1
Hendersonia,1
Henningsia,1
Henningsomyces,2
Henrica,2
Heppia,1
Hericiaceae_gen_Incertae_sedis,4
Hericium,9
Hermatomyces,15
Hermatomycetaceae_gen_Incertae_sedis,2
Hermetothecium,1
Herpobasidium,1
Herpomyces,7
Herpotrichia,22
Herpotrichiellaceae_gen_Incertae_sedis,1305
Herteliana,1
Hertelidea,1
Hesperomyces,9
Heteroacanthella,1
Heterobasidion,5
Heterocephalacria,12
Heterochaete,1
Heteroconium,3
Heterodermia,23
Heterodoassansia,1
Heteroepichloe,2
Heterogastridium,1
Heteropatella,1
Heterophaeomoniella,1
Heterophoma,3
Heteroplacidium,7
Heteropsathyrella,1
Heteroradulum,5
Heterosphaeria,4
Heterospora,2
Heterosporicola,1
Heterotextus,2
Heterotruncatella,14
Hevansia,3
Hexagonia,4
Heydenia,4
Heyderia,5
Himantormia,1
Hippopotamyces,1
Hirsutella,21
Hirticrusta,1
Hispidaedalea,1
Hispidoconidioma,2
Histoplasma,10
Hobus,1
Hodophilus,69
Hoehnelomycetaceae_gen_Incertae_sedis,4
Hohenbuehelia,35
Holleya,1
Holmiella,2
Holocotylon,4
Holocryphia,3
Holtermannia,2
Holwaya,2
Homophron,5
Homortomyces,2
Homortomycetaceae_gen_Incertae_sedis,1
Hondaria,1
Hongkongmyces,3
Hormiactis,2
Hormodochis,1
Hormographiella,1
Hormonema,5
Hornodermoporus,1
Hortaea,2
Hortiboletus,15
Hosseusiella,2
Houjia,2
Hourangia,3
Hubbsia,1
Huea,1
Humaria,64
Humicola,28
Humicolopsis,5
Humidicutis,15
Huneckia,2
Huntiella,4
Huriella,2
Hyaliappendispora,1
Hyalocercosporidium,1
Hyalodendriella,12
Hyalodon,1
Hyalopeziza,4
Hyaloraphidiales_gen_Incertae_sedis,8
Hyaloraphidium,1
Hyalorbilia,78
Hyalorhinocladiella,1
Hyaloriaceae_gen_Incertae_sedis,99
Hyaloscypha,200
Hyaloscyphaceae_gen_Incertae_sedis,352
Hyalosphaerella,1
Hyaloterminalis,1
Hyalotiella,3
Hyalozasmidium,3
Hydeomyces,2
Hydeopsis,1
