"","NMDS1","NMDS2","sample_name","plate","well","organism","flooded","path_conc","experiment","sample_type","is_ambiguous","cin_prop","cry_prop","plu_prop","expected_innoc_prop","unexpected_innoc_prop","expected_innoc","only_expected_innoc","valid_inoc","raw_count","richness","shannon","invsimpson"
"36",0.597609814580943,-0.873210053299966,"S32",1,"A05","Cry",FALSE,100,1,"Sample",FALSE,0,0.0703178991015895,0,0.0703178991015895,0,TRUE,TRUE,TRUE,43048,125,2.31210619675859,4.72284755581943
"37",-0.0725195213109483,-0.984801899108337,"S33",1,"B05","Control",FALSE,0,1,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,62948,111,1.88190073940366,3.51457752515009
"38",-0.65794764580424,-0.516831922075008,"S35",1,"E05","Control",TRUE,0,1,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,71903,93,1.19141310052983,1.63325270600045
"39",0.219683528414589,0.604319033312461,"S37",1,"G05","Cry",TRUE,100,1,"Sample",FALSE,0,0.0128762782658793,0,0.0128762782658793,0,TRUE,TRUE,TRUE,68536,94,1.76245545217103,3.18533218833485
"40",0.418996357540166,0.489189271256841,"S41",1,"C06","Cry",FALSE,100,1,"Sample",FALSE,0,0.131942396829703,0,0.131942396829703,0,TRUE,TRUE,TRUE,73600,138,2.32815702647517,5.39967972894424
"41",0.110370480274758,-0.348242081190726,"S43",1,"E06","Cry",FALSE,1,1,"Sample",FALSE,0,0.112206952303961,0,0.112206952303961,0,TRUE,TRUE,TRUE,54910,149,2.99404657127524,9.32261523529715
"42",-0.609056848946665,-0.556783870689185,"S45",1,"G06","Cin",TRUE,100,1,"Sample",FALSE,0.801657423943353,0,0,0.801657423943353,0,TRUE,TRUE,TRUE,12661,62,1.53586589273701,2.12549208405927
"43",-0.518372662789616,-0.347562733085217,"S47",1,"A07","Plu",TRUE,100,1,"Sample",FALSE,0,0,0.00537453812562983,0.00537453812562983,0,TRUE,TRUE,TRUE,74025,84,1.1328584292418,1.64340117570347
"44",0.598791746911919,-1.1471567675171,"S55",1,"B08","Plu",FALSE,100,1,"Sample",FALSE,0,0,0.00211481693615896,0.00211481693615896,0,TRUE,TRUE,TRUE,67947,95,1.513724862294,1.97992843109041
"45",-0.736952915179112,-0.549437674047931,"S56",1,"C08","Cry",TRUE,100,1,"Sample",FALSE,0,0.00844291793812176,0,0.00844291793812176,0,TRUE,TRUE,TRUE,72462,83,1.09239658134196,1.71588077292945
"46",0.195310709118505,0.925679417837029,"S64",1,"C09","Control",FALSE,0,1,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,62182,97,1.54527332667354,1.9646108439955
"47",1.11976840153589,-0.0153664046894887,"S77",1,"A11","Plu",FALSE,100,1,"Sample",FALSE,0,0,0.0295221108309244,0.0295221108309244,0,TRUE,TRUE,TRUE,78895,231,3.63042310791778,16.2897079361593
"48",-0.284789992944958,-0.462940315731923,"S8",1,"H01","Cin",TRUE,100,1,"Sample",FALSE,0.829962222572013,0,0,0.829962222572013,0,TRUE,TRUE,TRUE,17284,71,2.50320401029845,4.55818726824874
"49",0.855542995893414,0.37948543741499,"S81",1,"E11","Cin",FALSE,100,1,"Sample",FALSE,0.437598110619281,0,0,0.437598110619281,0,TRUE,TRUE,TRUE,39768,97,2.59361193556896,6.48559406756313
"50",0.59565406459023,-0.240006527256765,"S82",1,"F11","Cry",TRUE,100,1,"Sample",FALSE,0,0.00516688831236783,0,0.00516688831236783,0,TRUE,TRUE,TRUE,91264,154,2.9822774963475,10.5252267367047
"51",-0.279758056117907,-0.203877916980198,"S84",1,"H11","Cin",TRUE,100,1,"Sample",FALSE,0.695204038704249,0,0,0.695204038704249,0,TRUE,TRUE,TRUE,13041,56,2.24549155708435,4.86992637854915
"52",0.00932322879204601,0.728676591244024,"S87",1,"C12","Cry",FALSE,100,2,"Sample",FALSE,0,0.00157664941785252,0,0.00157664941785252,0,TRUE,TRUE,TRUE,98788,133,1.83846993811232,2.60510611403152
"53",-0.695496337576865,-0.120163121541424,"S88",1,"D12","Cin",TRUE,100,2,"Sample",FALSE,0.836409709255801,0,0,0.836409709255801,0,TRUE,TRUE,TRUE,24532,92,2.40022714960927,5.72109198789722
"54",-0.12859478104268,0.308662362839134,"S89",1,"E12","Cry",TRUE,100,2,"Sample",FALSE,0,0.0062249850235716,0,0.0062249850235716,0,TRUE,TRUE,TRUE,114464,119,2.41757181224352,7.005522201659
"55",0.133526292038472,0.14150249793435,"S93",2,"C01","Cin",FALSE,100,2,"Sample",FALSE,0.85259158099718,0,0,0.85259158099718,0,TRUE,TRUE,TRUE,23315,94,3.08242614419455,12.354024568042
"56",-0.736730474209212,-0.417436580471812,"S95",2,"E01","Control",TRUE,0,2,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,139998,110,1.37962276954169,2.04325513396193
"57",-0.642527718606293,-0.340836581034409,"S96",2,"F01","Cin",TRUE,1,2,"Sample",FALSE,0.0712796768064344,0,0,0.0712796768064344,0,TRUE,TRUE,TRUE,100690,90,1.89336239553658,3.77977551417213
"58",-0.207418550207456,-0.101183330266338,"S97",2,"G01","Cin",TRUE,100,2,"Sample",FALSE,0.848256084956326,0,0,0.848256084956326,0,TRUE,TRUE,TRUE,14975,67,2.74305961119162,8.42667090084562
"59",-0.574091430196087,-0.367218123136346,"S98",2,"H01","Plu",TRUE,100,2,"Sample",FALSE,0,0,0.330256227367497,0.330256227367497,0,TRUE,TRUE,TRUE,48827,81,2.06213536504903,3.71652207380197
