"","sample_name","plate","well","organism","flooded","path_conc","experiment","sample_type","is_ambiguous","cin_prop","cry_prop","plu_prop","expected_innoc_prop","unexpected_innoc_prop","expected_innoc","only_expected_innoc","valid_inoc","raw_count","richness","shannon","invsimpson"
"145","S83",1,"G11","Cry",FALSE,100,1,"Sample",FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,66945,153,3.02542292145476,10.8418749543365
"146","S84",1,"H11","Cin",TRUE,100,1,"Sample",FALSE,0.695204038704249,0,0,0.695204038704249,0,TRUE,TRUE,TRUE,13041,56,2.24549155708435,4.86992637854915
"147","S85",1,"A12","Plu",FALSE,1,2,"Sample",FALSE,0,0.00454449760070853,0,0,0.00454449760070853,FALSE,FALSE,FALSE,137123,168,2.737981367223,6.58394510047717
"148","S86",1,"B12","Plu",TRUE,1,2,"Sample",FALSE,0.000139881334001655,0.122069777472111,0,0,0.122209658806113,FALSE,FALSE,FALSE,150606,130,1.93133008454078,3.14566834951258
"149","S87",1,"C12","Cry",FALSE,100,2,"Sample",FALSE,0,0.00157664941785252,0,0.00157664941785252,0,TRUE,TRUE,TRUE,98788,133,1.83846993811232,2.60510611403152
"150","S88",1,"D12","Cin",TRUE,100,2,"Sample",FALSE,0.836409709255801,0,0,0.836409709255801,0,TRUE,TRUE,TRUE,24532,92,2.40022714960927,5.72109198789722
"151","S89",1,"E12","Cry",TRUE,100,2,"Sample",FALSE,0,0.0062249850235716,0,0.0062249850235716,0,TRUE,TRUE,TRUE,114464,119,2.41757181224352,7.005522201659
"152","S9",1,"A02","Cry",FALSE,100,1,"Sample",FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,31313,70,1.78441355492061,2.9330624024254
"153","S90",1,"F12","Cry",TRUE,100,2,"Sample",FALSE,0.000343358219467531,0.0202405268347655,0,0.0202405268347655,0.000343358219467531,TRUE,FALSE,FALSE,111246,136,2.35110879068975,5.67529510721907
"154","S91",2,"A01","Control",FALSE,0,2,"Sample",FALSE,0.000366628645918201,0,0,NA,0.000366628645918201,FALSE,FALSE,FALSE,73617,111,2.20164752848865,4.07238880274837
"155","S92",2,"B01","Cry",FALSE,1,2,"Sample",FALSE,0.000611454582512399,0,0,0,0.000611454582512399,FALSE,FALSE,FALSE,102970,91,2.25585743364917,6.44364498194509
"156","S93",2,"C01","Cin",FALSE,100,2,"Sample",FALSE,0.85259158099718,0,0,0.85259158099718,0,TRUE,TRUE,TRUE,23315,94,3.08242614419455,12.354024568042
"157","S94",2,"D01","Control",FALSE,0,2,"Sample",FALSE,0.00128828491875493,0,0,NA,0.00128828491875493,FALSE,FALSE,FALSE,72096,112,2.25460439755967,4.19519305812383
"158","S95",2,"E01","Control",TRUE,0,2,"Sample",FALSE,0,0,0,NA,0,TRUE,TRUE,TRUE,139998,110,1.37962276954169,2.04325513396193
"159","S96",2,"F01","Cin",TRUE,1,2,"Sample",FALSE,0.0712796768064344,0,0,0.0712796768064344,0,TRUE,TRUE,TRUE,100690,90,1.89336239553658,3.77977551417213
"160","S97",2,"G01","Cin",TRUE,100,2,"Sample",FALSE,0.848256084956326,0,0,0.848256084956326,0,TRUE,TRUE,TRUE,14975,67,2.74305961119162,8.42667090084562
"161","S98",2,"H01","Plu",TRUE,100,2,"Sample",FALSE,0,0,0.330256227367497,0.330256227367497,0,TRUE,TRUE,TRUE,48827,81,2.06213536504903,3.71652207380197
"162","S99",2,"A02","Cin",FALSE,1,2,"Sample",FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,38071,120,2.97527542148705,10.6266571357728
